"Domaine de formation","Canton de l'entreprise formatrice","Type de formation","Mode d'enseignement","Sexe","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Gestion et administration","Glarus","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Glarus","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Glarus","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Glarus","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Zug","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Zug","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,2,2
"Gestion et administration","Zug","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Zug","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Fribourg / Freiburg","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Fribourg / Freiburg","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Fribourg / Freiburg","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Fribourg / Freiburg","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Solothurn","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Solothurn","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,2,2
"Gestion et administration","Solothurn","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Solothurn","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Basel-Stadt","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Basel-Stadt","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Basel-Stadt","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Basel-Stadt","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Basel-Landschaft","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Basel-Landschaft","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,1
"Gestion et administration","Basel-Landschaft","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Basel-Landschaft","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Schaffhausen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Schaffhausen","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,1,1
"Gestion et administration","Schaffhausen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Schaffhausen","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Appenzell Ausserrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Appenzell Ausserrhoden","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Appenzell Ausserrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Appenzell Ausserrhoden","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Appenzell Innerrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Appenzell Innerrhoden","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Appenzell Innerrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Appenzell Innerrhoden","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","St. Gallen","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","St. Gallen","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,5,15
"Gestion et administration","St. Gallen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","St. Gallen","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Graubünden / Grigioni / Grischun","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Graubünden / Grigioni / Grischun","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,8
"Gestion et administration","Graubünden / Grigioni / Grischun","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Graubünden / Grigioni / Grischun","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Aargau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Aargau","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,11,20
"Gestion et administration","Aargau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Aargau","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Thurgau","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Thurgau","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Thurgau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Thurgau","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Ticino","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Ticino","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,4,4
"Gestion et administration","Ticino","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Ticino","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Vaud","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Vaud","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,11,23
"Gestion et administration","Vaud","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Vaud","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Valais / Wallis","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Valais / Wallis","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,1
"Gestion et administration","Valais / Wallis","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Valais / Wallis","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Neuchâtel","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Neuchâtel","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Neuchâtel","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Neuchâtel","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Genève","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Genève","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,7,16
"Gestion et administration","Genève","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Genève","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Jura","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Jura","CFC","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Jura","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Gestion et administration","Jura","AFP","Dual","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Suisse","CFC","Plein temps en école","Sexe - total",13433,13544,13204,12565,11950,11765,11395,11388,11770,12465
"Travail de secrétariat et de bureau","Suisse","CFC","Dual","Sexe - total",30146,29692,29050,28129,27405,27009,26365,25731,25139,25161
"Travail de secrétariat et de bureau","Suisse","AFP","Plein temps en école","Sexe - total",63,69,61,72,57,61,50,48,50,52
"Travail de secrétariat et de bureau","Suisse","AFP","Dual","Sexe - total",840,850,846,846,768,760,760,749,712,634
"Travail de secrétariat et de bureau","Zürich","CFC","Plein temps en école","Sexe - total",821,869,815,811,869,946,946,963,1061,1182
"Travail de secrétariat et de bureau","Zürich","CFC","Dual","Sexe - total",6180,6123,6073,5929,5814,5746,5607,5461,5330,5343
"Travail de secrétariat et de bureau","Zürich","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Zürich","AFP","Dual","Sexe - total",135,120,124,115,97,90,94,78,82,87
"Travail de secrétariat et de bureau","Bern / Berne","CFC","Plein temps en école","Sexe - total",1150,1121,988,934,802,833,793,739,742,765
"Travail de secrétariat et de bureau","Bern / Berne","CFC","Dual","Sexe - total",3975,3895,3706,3585,3469,3366,3288,3113,3040,3039
"Travail de secrétariat et de bureau","Bern / Berne","AFP","Plein temps en école","Sexe - total",0,2,3,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Bern / Berne","AFP","Dual","Sexe - total",98,95,100,105,88,98,92,98,84,73
"Travail de secrétariat et de bureau","Luzern","CFC","Plein temps en école","Sexe - total",374,337,317,263,257,270,250,242,230,236
"Travail de secrétariat et de bureau","Luzern","CFC","Dual","Sexe - total",1477,1466,1437,1381,1337,1325,1299,1295,1255,1259
"Travail de secrétariat et de bureau","Luzern","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Luzern","AFP","Dual","Sexe - total",53,53,60,56,44,49,50,35,42,38
"Travail de secrétariat et de bureau","Uri","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Uri","CFC","Dual","Sexe - total",139,133,131,129,124,114,110,105,98,94
"Travail de secrétariat et de bureau","Uri","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Uri","AFP","Dual","Sexe - total",1,1,2,2,1,0,0,0,0,0
"Travail de secrétariat et de bureau","Schwyz","CFC","Plein temps en école","Sexe - total",69,55,49,31,19,12,0,0,0,0
"Travail de secrétariat et de bureau","Schwyz","CFC","Dual","Sexe - total",413,419,414,391,372,372,381,373,353,353
"Travail de secrétariat et de bureau","Schwyz","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Schwyz","AFP","Dual","Sexe - total",3,2,4,3,2,2,4,6,3,2
"Travail de secrétariat et de bureau","Obwalden","CFC","Plein temps en école","Sexe - total",0,28,31,32,33,40,43,39,45,48
"Travail de secrétariat et de bureau","Obwalden","CFC","Dual","Sexe - total",126,124,117,117,110,104,91,90,95,96
"Travail de secrétariat et de bureau","Obwalden","AFP","Plein temps en école","Sexe - total",0,0,1,3,1,2,2,2,1,0
"Travail de secrétariat et de bureau","Obwalden","AFP","Dual","Sexe - total",3,3,2,2,2,2,4,2,3,1
"Travail de secrétariat et de bureau","Nidwalden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Nidwalden","CFC","Dual","Sexe - total",143,130,118,108,103,110,105,104,99,105
"Travail de secrétariat et de bureau","Nidwalden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Nidwalden","AFP","Dual","Sexe - total",0,0,0,4,0,0,1,3,2,3
"Travail de secrétariat et de bureau","Glarus","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Glarus","CFC","Dual","Sexe - total",202,203,203,184,181,178,178,171,171,155
"Travail de secrétariat et de bureau","Glarus","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Glarus","AFP","Dual","Sexe - total",2,1,0,0,0,0,3,2,0,0
"Travail de secrétariat et de bureau","Zug","CFC","Plein temps en école","Sexe - total",145,130,115,116,117,141,171,196,200,200
"Travail de secrétariat et de bureau","Zug","CFC","Dual","Sexe - total",625,621,611,575,564,554,553,526,514,522
"Travail de secrétariat et de bureau","Zug","AFP","Plein temps en école","Sexe - total",16,17,12,12,11,4,2,1,1,0
"Travail de secrétariat et de bureau","Zug","AFP","Dual","Sexe - total",15,15,17,20,14,13,18,14,13,15
"Travail de secrétariat et de bureau","Fribourg / Freiburg","CFC","Plein temps en école","Sexe - total",354,366,378,364,353,376,360,378,409,492
"Travail de secrétariat et de bureau","Fribourg / Freiburg","CFC","Dual","Sexe - total",1049,1025,1047,1018,1019,964,967,947,958,919
"Travail de secrétariat et de bureau","Fribourg / Freiburg","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Fribourg / Freiburg","AFP","Dual","Sexe - total",28,25,19,22,25,25,24,21,17,16
"Travail de secrétariat et de bureau","Solothurn","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Solothurn","CFC","Dual","Sexe - total",924,893,864,844,831,821,770,764,734,726
"Travail de secrétariat et de bureau","Solothurn","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Solothurn","AFP","Dual","Sexe - total",20,25,26,27,26,19,25,24,21,21
"Travail de secrétariat et de bureau","Basel-Stadt","CFC","Plein temps en école","Sexe - total",404,459,410,392,342,281,261,280,276,298
"Travail de secrétariat et de bureau","Basel-Stadt","CFC","Dual","Sexe - total",859,820,807,788,757,737,694,663,669,708
"Travail de secrétariat et de bureau","Basel-Stadt","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Basel-Stadt","AFP","Dual","Sexe - total",142,140,122,121,122,128,104,128,132,113
"Travail de secrétariat et de bureau","Basel-Landschaft","CFC","Plein temps en école","Sexe - total",799,789,785,725,663,663,616,642,698,743
"Travail de secrétariat et de bureau","Basel-Landschaft","CFC","Dual","Sexe - total",701,665,647,648,633,612,573,580,568,584
"Travail de secrétariat et de bureau","Basel-Landschaft","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Basel-Landschaft","AFP","Dual","Sexe - total",65,65,68,78,66,63,56,66,60,56
"Travail de secrétariat et de bureau","Schaffhausen","CFC","Plein temps en école","Sexe - total",68,61,54,48,43,42,37,40,45,62
"Travail de secrétariat et de bureau","Schaffhausen","CFC","Dual","Sexe - total",386,373,355,351,350,346,338,325,316,307
"Travail de secrétariat et de bureau","Schaffhausen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Schaffhausen","AFP","Dual","Sexe - total",4,3,4,2,2,1,4,3,4,3
"Travail de secrétariat et de bureau","Appenzell Ausserrhoden","CFC","Plein temps en école","Sexe - total",44,35,26,23,25,28,33,30,20,12
"Travail de secrétariat et de bureau","Appenzell Ausserrhoden","CFC","Dual","Sexe - total",153,146,150,139,138,135,131,139,136,134
"Travail de secrétariat et de bureau","Appenzell Ausserrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Appenzell Ausserrhoden","AFP","Dual","Sexe - total",1,1,2,3,0,1,2,1,0,0
"Travail de secrétariat et de bureau","Appenzell Innerrhoden","CFC","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Appenzell Innerrhoden","CFC","Dual","Sexe - total",55,53,56,47,46,45,43,39,32,36
"Travail de secrétariat et de bureau","Appenzell Innerrhoden","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Appenzell Innerrhoden","AFP","Dual","Sexe - total",0,0,0,2,2,0,2,2,0,0
"Travail de secrétariat et de bureau","St. Gallen","CFC","Plein temps en école","Sexe - total",438,344,359,285,262,241,281,265,293,302
"Travail de secrétariat et de bureau","St. Gallen","CFC","Dual","Sexe - total",2353,2288,2191,2105,2057,2009,1957,1912,1855,1864
"Travail de secrétariat et de bureau","St. Gallen","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","St. Gallen","AFP","Dual","Sexe - total",36,38,28,15,23,22,13,14,20,25
"Travail de secrétariat et de bureau","Graubünden / Grigioni / Grischun","CFC","Plein temps en école","Sexe - total",187,156,148,130,135,131,133,127,126,145
"Travail de secrétariat et de bureau","Graubünden / Grigioni / Grischun","CFC","Dual","Sexe - total",761,743,720,676,667,627,614,582,553,537
"Travail de secrétariat et de bureau","Graubünden / Grigioni / Grischun","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,0
"Travail de secrétariat et de bureau","Graubünden / Grigioni / Grischun","AFP","Dual","Sexe - total",8,7,9,9,7,3,5,6,4,3
"Travail de secrétariat et de bureau","Aargau","CFC","Plein temps en école","Sexe - total",556,569,563,559,468,359,344,343,365,425
"Travail de secrétariat et de bureau","Aargau","CFC","Dual","Sexe - total",2467,2416,2358,2291,2192,2176,2118,2115,2071,2074
"Travail de secrétariat et de bureau","Aargau","AFP","Plein temps en école","Sexe - total",0,0,0,0,0,0,0,0,0,1
"Travail de secrétariat et de bureau","Aargau","AFP","Dual","Sexe - total",43,43,39,37,37,38,40,42,43,32
"Travail de secrétariat et de bureau","Thurgau","CFC","Plein temps en école","Sexe - total",149,133,112,71,65,53,41,39,40,35
