"No. SD"	"Nom F"	"SB-Code"	"Créé le"	"Modifié le"
"0.731.36.0"	"Animateur/trice socioculturel/le HES"	""	"06.11.1991"	"12.08.2010"	
"0.731.69.0"	"Anthropologue (U)"	""	""	"08.04.2009"	
"0.731.33.0"	"Assistant/e social/e HES"	""	"06.11.1991"	"23.02.2006"	
"0.731.59.7"	"Assistant/e social/e spécialisé/e pour handicapés"	""	"30.08.2005"	"31.08.2005"	
"0.731.59.3"	"Assistant/e socio-éducatif/ve (Enfants) CFC"	""	"24.06.2005"	"15.09.2020"	
"0.731.59.9"	"Assistant/e socio-éducatif/ve (orientation Accompagnement des enfants) CFC, abr. 2021"	""	"19.11.2019"	"14.09.2020"	
"0.731.59.11"	"Assistant/e socio-éducatif/ve (orientation Accompagnement des personnes âgées) CFC, abr. 2021"	""	"19.11.2019"	"14.09.2020"	
"0.731.59.10"	"Assistant/e socio-éducatif/ve (orientation Accompagnement des personnes handicapées) CFC, abr. 2021"	""	"19.11.2019"	"14.09.2020"	
"0.731.59.12"	"Assistant/e socio-éducatif/ve (orientation Formation généraliste) CFC, abr. 2021"	""	"19.11.2019"	"14.09.2020"	
"0.731.59.2"	"Assistant/e socio-éducatif/ve (Personnes âgées) CFC"	""	"24.06.2005"	"14.09.2020"	
"0.731.59.1"	"Assistant/e socio-éducatif/ve (Personnes en situation de handicap) CFC"	""	"24.06.2005"	"14.09.2020"	
"0.731.59.4"	"Assistant/e socio-éducatif/ve (Variante généraliste) CFC"	""	"24.06.2005"	"14.09.2020"	
"0.731.59.0"	"Assistant/e socio-éducatif/ve CFC"	""	"30.09.2004"	"14.09.2020"	
"0.731.48.1"	"Collaborateur/trice dans l'aide humanitaire"	""	"11.12.2003"	"13.03.2020"	
"0.731.48.2"	"Collaborateur/trice dans la coopération au développement"	""	"11.12.2003"	"13.03.2020"	
"0.731.48.0"	"Collaborateur/trice de la coopération internationale"	""	"06.11.1991"	"13.03.2020"	
"0.731.19.0"	"Conseiller/ère aux techniques d'apprentissage"	""	"08.11.1999"	"21.01.2005"	
"0.731.20.5"	"Conseiller/ère Davis"	""	"11.12.2003"	"18.03.2009"	
"0.731.50.3"	"Conseiller/ère en santé sexuelle et reproductive"	""	"02.03.2022"	"02.03.2022"	
"0.731.48.4"	"Coopérant/e au développement"	""	"13.03.2020"	"13.03.2020"	
"0.731.66.0"	"Délégué/e du CICR"	""	"06.11.1991"	"28.08.2007"	
"0.731.15.2"	"Directeur/trice d'institution sociale dipl. (DF), abr. 2011"	""	"01.09.2011"	"01.09.2011"	
"0.731.15.3"	"Directeur/trice d'institution sociale et médico-sociale dipl. (DF), abr. 2023"	""	"21.04.2021"	"02.10.2023"	
"0.731.15.0"	"Directeur/trice d'organisations sociales et médico-sociales dipl. (DF)"	""	"06.11.1991"	"24.03.2026"	
"0.731.18.0"	"Directeur/trice de crèche"	""	"06.11.1991"	"15.03.2010"	
"0.731.15.1"	"Directeur/trice de home pour personnes âgées"	""	"11.12.2003"	"28.11.2005"	
"0.731.63.0"	"Éducateur/trice de l'enfance dipl. ES"	""	"30.08.2005"	"25.08.2021"	
"0.731.63.1"	"Éducateur/trice de la petite enfance"	""	"02.11.2005"	"04.06.2020"	
"0.731.50.4"	"Éducateur/trice en santé sexuelle et reproductive"	""	"02.03.2022"	"23.03.2022"	
"0.731.62.1"	"Éducateur/trice social/e auprès des handicapés"	""	"28.06.2005"	"04.06.2020"	
"0.731.62.0"	"Éducateur/trice social/e dipl. ES"	""	"28.06.2005"	"04.06.2020"	
"0.731.35.0"	"Éducateur/trice social/e HES"	""	"06.11.1991"	"04.06.2020"	
"0.731.35.2"	"Éducateur/trice spécialisé/e"	""	"11.12.2003"	"04.06.2020"	
"0.731.70.0"	"Ethnologue (U)"	""	""	"08.04.2009"	
"0.731.43.0"	"Expert/e en réadaptation de personnes malvoyantes et aveugles (DF)"	""	"05.05.1992"	"03.10.2018"	
"0.731.72.0"	"Folkloriste (U)"	""	""	"21.09.2015"	
"0.731.65.0"	"Gérontologue"	""	"05.07.2007"	"05.07.2007"	
"0.731.12.0"	"Gérontologue dipl. ES, abr. 2010"	""	"03.11.1999"	"19.10.2021"	
"0.731.43.2"	"Instructeur/trice en activités de la vie journalière"	""	"16.03.2009"	"28.06.2011"	
"0.731.43.1"	"Instructeur/trice en basse vision"	""	"11.12.2003"	"18.03.2009"	
"0.731.43.3"	"Instructeur/trice en orientation et mobilité"	""	"16.03.2009"	"28.06.2011"	
"0.731.20.0"	"Logopédiste HEP/HES/U"	""	"06.11.1991"	"26.11.2012"	
"0.731.68.0"	"Maître/esse socioprofessionnel/le dipl. ES"	""	"10.03.2009"	"10.09.2021"	
"0.731.59.8"	"Nurse"	""	"30.08.2005"	"18.03.2009"	
"0.731.20.6"	"Orthophoniste"	""	"03.09.2008"	"23.11.2012"	
"0.731.73.0"	"Politologue (U)"	""	""	"08.04.2009"	
"0.731.74.1"	"Psychomotricien/ne"	""	"29.06.2009"	"29.06.2009"	
"0.731.64.2"	"Responsable d'équipe dans des institutions sociales et médico-sociales (BF), abr. 2023"	""	"21.04.2021"	"21.02.2023"	
"0.731.64.0"	"Responsable d'équipe dans des organisations sociales et médico-sociales (BF)"	""	"27.02.2007"	"25.02.2026"	
"0.731.59.5"	"Sociagogue"	""	"24.06.2005"	"19.08.2010"	
"0.731.71.0"	"Sociologue (U)"	""	""	"08.04.2009"	
"0.731.61.1"	"Spécialiste de l'asile et des migrations (BF), abr. 2008"	""	"10.06.2008"	"05.01.2010"	
"0.731.61.0"	"Spécialiste de la migration (BF)"	""	"23.05.2005"	"10.06.2008"	
"0.731.79.0"	"Spécialiste de l’accompagnement de personnes en situation de handicap (BF)"	""	"27.10.2014"	"21.08.2017"	
"0.731.80.0"	"Spécialiste en insertion professionnelle (BF)"	""	"25.06.2019"	"23.08.2021"	
"0.731.43.4"	"Spécialiste en réadaptation de personnes malvoyantes et aveugles (DF), abr. 2018"	""	"29.05.2018"	"03.10.2018"	
"0.731.50.0"	"Spécialiste en santé sexuelle"	""	"06.11.1991"	"02.03.2022"	
"0.731.29.0"	"Thérapeute avec le cheval"	""	"06.11.1991"	"09.07.2014"	
"0.731.74.0"	"Thérapeute en psychomotricité HEP/HES"	""	"29.06.2009"	"22.04.2025"	
"0.731.76.0"	"Travail social, sciences sociales, assistance (divers)"	""	"26.01.2011"	""	
"0.731.78.2"	"Travailleur/euse communautaire dipl. ES, abr."	""	"20.09.2021"	"20.09.2021"	
"0.732.0.0"	"Théologie, assistance spirituelle"	""	"29.10.1991"	"19.03.2009"	
"0.732.8.1"	"Agent/e pastoral/e"	""	"15.02.2012"	"15.05.2018"	
"0.732.8.2"	"Animateur/trice pastoral/e"	""	"15.02.2012"	"15.02.2012"	
"0.732.3.4"	"Assistant/e de paroisse"	""	"14.04.2004"	"20.03.2009"	
"0.732.8.0"	"Assistant/e pastoral/e"	""	"06.11.1991"	"15.05.2018"	
"0.732.11.1"	"Catéchiste"	""	"16.03.2009"	"16.03.2009"	
"0.732.21.0"	"Diacre catholique"	""	"06.11.1991"	"06.09.2010"	
"0.732.3.0"	"Diacre protestant/e"	""	"10.03.1997"	"06.09.2010"	
"0.732.11.0"	"Enseignant/e en connaissances des religions"	""	"03.11.2003"	"18.03.2009"	
"0.732.23.0"	"Missionnaire"	""	"06.11.1991"	"21.01.2005"	
"0.732.14.2"	"Moine/moniale"	""	"11.12.2003"	"18.03.2009"	
"0.732.14.1"	"Nonne"	""	"11.12.2003"	"18.03.2009"	
"0.732.1.0"	"Officier/ère de l'Armée du Salut"	""	"11.08.2003"	"21.01.2005"	
"0.732.16.0"	"Pasteur/e"	""	"06.11.1991"	"18.03.2009"	
"0.732.10.0"	"Prêtre"	""	"06.11.1991"	"13.09.2005"	
"0.732.12.0"	"Rabbin"	""	""	"26.05.1994"	
"0.732.14.0"	"Religieux/euse"	""	"06.11.1991"	"18.03.2009"	
"0.732.2.0"	"Sacristain/tine catholique"	""	"06.11.1991"	"18.03.2009"	
"0.732.26.0"	"Sacristain/tine protestant/e"	""	"31.03.2004"	"18.03.2009"	
"0.732.27.0"	"Théologie, assistance spirituelle (divers)"	""	"26.01.2011"	""	
"0.732.24.0"	"Théologien/ne"	""	"06.11.1991"	"15.06.2005"	
"0.732.10.2"	"Vicaire"	""	"11.12.2003"	"18.03.2009"	
"0.733.0.0"	"Spiritualité, ésotérisme"	""	"06.11.1991"	"19.03.2009"	
"0.733.2.0"	"Astrologue"	""	"07.06.1994"	"22.01.2005"	
"0.733.4.0"	"Enseignant/e en yoga"	""	"06.05.1992"	"18.03.2009"	
"0.733.3.0"	"Instructeur/trice de méditation"	""	"06.11.1991"	"18.03.2009"	
"0.733.5.0"	"Spiritualité, ésotérisme (divers)"	""	"26.01.2011"	""	
"0.734.0.0"	"Psychologie"	""	"16.03.2009"	"16.03.2009"	
"0.734.13.0"	"Art-thérapeute"	""	"07.11.1991"	"18.03.2009"	
"0.734.16.0"	"Art-thérapeute (DF)"	""	"22.09.2010"	"04.06.2019"	
"0.734.12.0"	"Coach"	""	"04.04.2005"	"05.03.2012"	
"0.734.11.1"	"Concepteur/trice en organisation"	""	"19.05.2004"	"03.03.2020"	
"0.734.8.2"	"Conseiller/ère aux études"	""	"18.03.2009"	"18.03.2009"	
"0.734.3.0"	"Conseiller/ère conjugal/e"	""	"06.11.1991"	"14.03.2013"	
"0.734.21.0"	"Conseiller/ère dans le domaine psychosocial (DF)"	""	"18.09.2012"	"20.08.2013"	
"0.734.11.0"	"Conseiller/ère en organisation"	""	"19.05.2004"	"03.03.2020"	
"0.734.23.0"	"Conseiller/ère en organisation (DF)"	""	"28.10.2014"	"23.04.2015"	
"0.734.8.0"	"Conseiller/ère en orientation professionnelle, universitaire et de carrière"	""	"06.11.1991"	"18.03.2009"	
"0.734.3.4"	"Conseiller/ère familial/e"	""	"22.05.2008"	"14.03.2013"	
"0.734.15.3"	"Danse-thérapeute"	""	"22.05.2008"	"18.03.2009"	
"0.734.1.0"	"Graphologue"	""	"06.11.1991"	"10.08.2010"	
"0.734.2.0"	"Médiateur/trice"	""	"08.11.1999"	"18.03.2009"	
"0.734.20.0"	"Mentor d'entreprise (BF)"	""	"25.04.2012"	"15.07.2014"	
"0.734.14.0"	"Musicothérapeute"	""	""	"18.03.2009"	
"0.734.6.4"	"Psychanalyste"	""	"30.03.2009"	"30.03.2009"	
"0.734.19.0"	"Psychologie (divers)"	""	"26.01.2011"	""	
"0.734.10.0"	"Psychologue (U)"	""	"06.02.1997"	"18.03.2009"	
"0.734.24.0"	"Psychologue économique HES"	""	"27.11.2018"	"28.11.2018"	
"0.734.4.0"	"Psychologue HES"	""	"06.11.1991"	"18.03.2009"	
"0.734.6.0"	"Psychothérapeute"	""	"06.11.1991"	"18.03.2009"	
"0.734.17.0"	"Sexologue"	""	"06.12.2010"	"06.12.2010"	
"0.734.7.0"	"Superviseur/euse"	""	"06.11.1991"	"18.03.2009"	
"0.734.22.0"	"Superviseur/euse-coach (DF)"	""	"28.10.2014"	"23.04.2015"	
"0.734.6.1"	"Thérapeute comportementaliste"	""	"11.12.2003"	"18.03.2009"	
"0.734.3.3"	"Thérapeute conjugal"	""	"22.05.2008"	"18.03.2009"	
"0.734.15.4"	"Thérapeute corporel"	""	"22.05.2008"	"18.03.2009"	
"0.734.6.3"	"Thérapeute de la Gestalt"	""	"29.05.2006"	"18.03.2009"	
"0.734.3.1"	"Thérapeute familial"	""	"11.12.2003"	"18.03.2009"	
"0.734.13.1"	"Thérapeute par la peinture"	""	"15.03.2006"	"18.03.2009"	
"0.734.15.0"	"Thérapeute par le mouvement"	""	""	"18.03.2009"	
"0.800.0.0"	"Médias, arts, sciences humaines"	""	"29.10.1991"	"08.04.2009"	
"0.800.2.0"	"Médias, arts, sciences humaines (divers)"	""	"26.01.2011"	""	
"0.810.0.0"	"Médias"	""	"29.10.1991"	"19.11.2001"	
"0.810.1.0"	"Médias (divers)"	""	"26.01.2011"	""	
"0.811.0.0"	"Presse, information"	""	"29.10.1991"	"15.02.2010"	
"0.811.8.0"	"Agent/e en information documentaire CFC"	""	"28.01.1998"	"01.10.2008"	
"0.811.9.3"	"Archiviste"	""	"11.12.2003"	"07.04.2006"	
"0.811.8.1"	"Assistant/e en information documentaire (CFC), abr. 2008"	""	"25.09.2008"	"31.05.2011"	
"0.811.1.3"	"Attaché/e de presse"	""	"11.12.2003"	"27.05.2005"	
"0.811.29.0"	"Auteur/e HES"	""	"18.12.2006"	"15.07.2014"	
"0.811.9.1"	"Bibliothécaire"	""	"11.12.2003"	"07.04.2006"	
"0.811.3.0"	"Bibliothécaire CLP"	""	"07.11.1991"	"22.01.2005"	
"0.811.19.0"	"Bibliothécaire scientifique"	""	"08.11.1999"	"22.01.2005"	
"0.811.25.0"	"Communicateur/trice HES"	""	"16.10.2000"	"23.02.2006"	
"0.811.9.2"	"Documentaliste"	""	"11.12.2003"	"27.09.2023"	
"0.811.22.0"	"Écrivain/e"	""	"07.11.1991"	"04.06.2020"	
"0.811.29.1"	"Écrivain/e HES"	""	"18.12.2006"	"04.06.2020"	
"0.811.32.0"	"Éditeur/trice"	""	"20.01.2011"	"04.06.2020"	
"0.811.30.0"	"Interprète (BF)"	""	"15.05.2008"	"24.01.2025"	
"0.811.28.0"	"Interprète communautaire"	""	"22.08.2005"	"23.08.2005"	
"0.811.30.1"	"Interprète communautaire (BF), abr. 2015"	""	"25.11.2014"	"02.03.2015"	
"0.811.5.0"	"Interprète de conférence (U)"	""	"05.04.2000"	"21.09.2015"	
"0.811.18.0"	"Interprète de conférence HES"	""	"07.11.1991"	"18.08.2010"	
"0.811.17.0"	"Interprète en langue des signes HES"	""	"01.06.1994"	"13.09.2017"	
"0.811.1.0"	"Journaliste"	""	"07.11.1991"	"24.09.2004"	
"0.811.35.0"	"Journaliste dipl. ES (ct. ZH), abr."	""	"25.02.2014"	"18.07.2019"	
"0.811.25.1"	"Journaliste HES"	""	"03.03.2005"	"14.12.2011"	
"0.811.1.5"	"Journaliste radio"	""	"11.12.2003"	"07.04.2006"	
"0.811.1.4"	"Journaliste TV"	""	"11.12.2003"	"07.04.2006"	
"0.811.1.1"	"Journaliste-reporter d'images (JRI)"	""	"11.12.2003"	"12.04.2016"	
"0.811.11.0"	"Lecteur/trice"	""	"07.11.1991"	"22.01.2005"	
"0.811.21.0"	"Ludothécaire"	""	"06.11.1991"	"22.01.2005"	
"0.811.16.3"	"Manager de l'édition, dipl. (EPS), abr. 2006"	""	"10.06.2008"	"09.07.2008"	
"0.811.16.0"	"Manager de médias dipl. (DF), abr. 2020"	""	"06.11.1991"	"17.03.2020"	
"0.811.33.0"	"Presse, information (divers)"	""	"26.01.2011"	""	
"0.811.24.0"	"Rédacteur/trice technique (BF)"	""	"03.11.1999"	"22.01.2005"	
"0.811.1.2"	"Reporter"	""	"11.12.2003"	"22.01.2005"	
"0.811.34.0"	"Responsable en documentation technique dipl. (DF)"	""	"05.09.2011"	"14.11.2011"	
"0.811.27.1"	"Spécialiste de l'édition dipl. (BF), abr. 2006"	""	"10.06.2008"	"18.06.2008"	
"0.811.16.2"	"Spécialiste de l'édition dipl. (EPS), abr. 2004"	""	"20.12.2004"	"09.07.2008"	
"0.811.36.0"	"Spécialiste de la promotion linguistique de l’allemand comme langue étrangère et secondaire pour adultes HES"	""	"21.08.2019"	"16.09.2020"	
"0.811.27.0"	"Spécialiste de médias (BF), abr. 2020"	""	"20.12.2004"	"17.03.2020"	
"0.811.30.2"	"Spécialiste en interprétariat communautaire et médiation interculturelle (BF), abr. 2025"	""	"10.01.2024"	"24.01.2025"	
"0.811.9.0"	"Spécialiste HES en information documentaire"	""	"28.01.1998"	"17.12.2009"	
"0.811.15.0"	"Traducteur/trice (U)"	""	"07.11.1991"	"22.01.2005"	
"0.811.31.0"	"Traducteur/trice dipl. ES (ct. ZH), abr."	""	"11.12.2008"	"18.07.2019"	
"0.811.20.0"	"Traducteur/trice HES"	""	"05.04.2000"	"23.02.2006"	
"0.814.0.0"	"Communication visuelle, multimédias, médias audiovisuels"	""	"28.01.1998"	"16.11.2010"	
"0.814.47.0"	"Animateur/trice"	""	"07.11.1991"	"16.11.2010"	
"0.814.54.0"	"Assistant/e en audiovision (BF), abr. 2024"	""	"02.04.2012"	"09.01.2024"	
"0.814.5.0"	"Auteur/e multimédia"	""	"19.01.2000"	"23.11.2004"	
"0.814.40.0"	"Cameraman/woman"	""	"07.11.1991"	"16.11.2010"	
"0.814.49.0"	"Cinéaste"	""	"26.09.2007"	"16.11.2010"	
"0.814.36.17"	"Cinéaste dipl. ES, abr."	""	"20.09.2021"	"20.09.2021"	
"0.814.50.0"	"Cinéaste HES"	""	"05.03.2009"	"16.11.2010"	
"0.814.52.0"	"Communication visuelle, multimédias, médias audiovisuels (divers)"	""	"26.01.2011"	""	
"0.814.7.2"	"Concepteur/trice en multimédia (CFC), abr. 2014"	""	"10.01.2014"	"15.01.2014"	
"0.814.4.1"	"Designer (CFC) (pilote), abr. 2009"	""	"02.02.2010"	"28.03.2012"	
"0.814.36.20"	"Designer arts graphiques dipl. ES, abr."	""	"20.09.2021"	"23.09.2021"	
"0.814.36.9"	"Designer Computer Animation dipl. ES, abr."	""	"25.01.2012"	"20.09.2021"	
"0.814.36.18"	"Designer dipl. ES en communication (spécialisation Computer Animation), abr."	""	"20.09.2021"	"07.12.2022"	
"0.814.36.0"	"Designer dipl. ES en communication visuelle"	""	"24.02.2010"	"30.11.2022"	
"0.814.36.2"	"Designer dipl. ES en communication visuelle (spécialisation Animation / Computer Animation / Motion Design), abr. 2022"	""	"24.02.2010"	"29.11.2022"	
"0.814.36.6"	"Designer dipl. ES en communication visuelle (spécialisation Arts graphiques), abr. 2022"	""	"16.06.2010"	"07.12.2022"	
"0.814.36.12"	"Designer dipl. ES en communication visuelle (spécialisation Caractères et typographie), abr. 2022"	""	"19.08.2015"	"07.12.2022"	
"0.814.36.3"	"Designer dipl. ES en communication visuelle (spécialisation Film), abr. 2022"	""	"16.06.2010"	"07.12.2022"	
"0.814.36.11"	"Designer dipl. ES en communication visuelle (spécialisation Interaction Design / Interactive Media Design), abr. 2022"	""	"19.08.2015"	"28.11.2022"	
"0.814.36.4"	"Designer dipl. ES en communication visuelle (spécialisation Photographie), abr. 2022"	""	"16.06.2010"	"07.12.2022"	
"0.814.36.5"	"Designer dipl. ES en communication visuelle (spécialisation Visual Merchandising Design), abr. 2022"	""	"16.06.2010"	"28.11.2022"	
"0.814.36.1"	"Designer dipl. ES en communication visuelle (spécialisation Webdesign), abr. 2022"	""	"24.02.2010"	"28.11.2022"	
"0.814.36.15"	"Designer dipl. ES, abr."	""	"20.09.2021"	"20.09.2021"	
"0.814.59.0"	"Designer d’interaction HES"	""	"18.02.2021"	"17.09.2021"	
"0.814.7.3"	"Designer en médias interactifs CFC"	""	"10.01.2014"	"17.08.2023"	
"0.814.6.0"	"Designer en multimédia"	""	"28.01.1998"	"22.01.2005"	
"0.814.33.0"	"Designer graphique dipl. (DF)"	""	"15.05.2008"	"26.11.2024"	
"0.814.3.0"	"Designer HES en communication visuelle"	""	"12.10.2000"	"16.08.2010"	
"0.814.3.8"	"Designer HES, illustration scientifique"	""	"11.12.2003"	"02.03.2005"	
"0.814.36.19"	"Designer Visual Merchandising dipl. ES, abr."	""	"20.09.2021"	"20.09.2021"	
"0.814.35.0"	"Designer web technique (ct. TI)"	""	"03.09.2008"	"14.03.2012"	
"0.814.38.0"	"Éclairagiste"	""	"07.11.1991"	"04.06.2020"	
"0.814.16.0"	"Electronic Publisher"	""	"28.01.1998"	"04.02.2022"	
"0.814.56.0"	"Filmmaker ciné-télévisuel dipl. EPD ES"	""	"21.01.2014"	"15.12.2016"	
"0.814.4.0"	"Graphiste CFC"	""	"07.11.1991"	"26.08.2009"	
"0.814.19.2"	"ICT Assistant/e Web SIZ"	""	"06.09.2005"	"08.09.2005"	
"0.814.19.1"	"ICT Professionel/le Web SIZ"	""	"06.09.2005"	"08.09.2005"	
"0.814.45.0"	"Illustrateur/trice sonore"	""	"07.11.1991"	"16.11.2010"	
"0.814.59.1"	"Interaction Designer HES"	""	"18.02.2021"	"18.02.2021"	
"0.814.7.0"	"Interactive media designer CFC"	""	""	"17.08.2023"	
"0.814.44.1"	"Monteur/euse de films"	""	"11.12.2003"	"25.08.2020"	
"0.814.44.0"	"Monteur/euse vidéo"	""	"03.11.1999"	"16.11.2010"	
"0.814.62.0"	"Motion designer (BF)"	""	"07.04.2026"	"07.04.2026"	
"0.814.61.0"	"Multimedia Content Creator (BF)"	""	"10.12.2025"	"25.02.2026"	
"0.814.46.0"	"Opérateur/trice (sons, images)"	""	"07.11.1991"	"16.11.2010"	
"0.814.9.0"	"Opérateur/trice multimédia (BF), abr. 2009"	""	"28.01.1998"	"04.08.2009"	
"0.814.36.14"	"Photodesigner dipl. (DF), abr. 2020"	""	"23.02.2016"	"24.02.2016"	
"0.814.17.0"	"Photographe CFC"	""	"13.02.2004"	"25.09.2012"	
"0.814.36.13"	"Photographe dipl. (DF), abr. 2009"	""	"23.02.2016"	"23.02.2016"	
"0.814.36.16"	"Photographe dipl. ES, abr."	""	"20.09.2021"	"20.09.2021"	
"0.814.47.1"	"Présentateur/trice"	""	"11.12.2003"	"16.11.2010"	
"0.814.51.0"	"Producteur/trice en audiovisuel"	""	"16.11.2010"	"03.05.2012"	
"0.814.46.2"	"Projectionniste"	""	"11.12.2003"	"16.11.2010"	
"0.814.41.0"	"Réalisateur/trice"	""	"07.11.1991"	"25.06.2018"	
"0.814.49.2"	"Réalisateur/trice de films d'animation"	""	"27.09.2007"	"16.11.2010"	
"0.814.50.1"	"Réalisateur/trice de films HES"	""	"22.05.2018"	"30.05.2018"	
"0.814.3.10"	"Réalisateur/trice de films HES"	""	"22.05.2018"	"22.05.2018"	
"0.814.37.2"	"Régisseur/euse de production"	""	"20.06.2017"	"20.06.2017"	
"0.814.37.1"	"Régisseur/euse de télévision"	""	"17.11.2010"	"18.11.2015"	
"0.814.37.0"	"Régisseur/euse en audiovisuel"	""	"07.11.1991"	"20.06.2017"	
"0.814.48.0"	"Régisseur/euse musical/e"	""	"07.11.1991"	"16.11.2010"	
"0.814.55.0"	"Scénariste"	""	"13.08.2012"	"28.08.2012"	
"0.814.11.0"	"Screen Communicator (BF), abr. 2022"	""	"08.11.1999"	"04.03.2022"	
"0.814.42.0"	"Scripte"	""	"07.11.1991"	"25.11.2010"	
"0.814.58.0"	"Technicien/ne audiovisuel (BF)"	""	"15.05.2017"	"01.04.2019"	
"0.814.53.0"	"Technicien/ne d'exploitation vidéo"	""	"02.03.2011"	"05.12.2017"	
"0.814.39.0"	"Technicien/ne du film (BF), abr. 2012"	""	"07.11.1991"	"27.02.2012"	
"0.814.43.0"	"Technicien/ne du son (BF)"	""	"16.07.1996"	"16.11.2010"	
"0.814.60.0"	"User Experience / User Interface Designer (UX/UI-Designer) (BF)"	""	"15.02.2023"	"22.08.2023"	
"0.814.19.3"	"Web Designer"	""	"08.06.2010"	"16.06.2010"	
"0.814.36.8"	"Web Designer dipl. ES, abr."	""	"25.01.2012"	"20.09.2021"	
"0.814.19.0"	"Web Publisher"	""	"20.04.2004"	"16.06.2010"	
"0.820.0.0"	"Art"	""	"29.10.1991"	"29.10.1991"	
"0.820.1.0"	"Art (divers)"	""	"26.01.2011"	""	
"0.821.0.0"	"Construction d'instruments de musique"	""	"29.10.1991"	"31.03.2009"	
"0.821.15.4"	"Accordeur/euse de pianos"	""	"29.10.2019"	"29.10.2019"	
"0.821.11.0"	"Archetier/ière (CFC), abr. 2017"	""	"07.11.1991"	"23.01.2017"	
"0.821.14.0"	"Construction d'instruments de musique (divers)"	""	"26.01.2011"	""	
"0.821.12.0"	"Facteur/trice d'instruments de musique"	""	"07.11.1991"	"24.09.2012"	
"0.821.13.1"	"Facteur/trice d'instruments de musique (orientation Facture d'instruments à vent) CFC, abr. 2020"	""	"28.08.2007"	"29.10.2019"	
"0.821.16.2"	"Facteur/trice d'instruments de musique (orientation Facture d'orgues) CFC, abr. 2020"	""	"29.10.2019"	"29.10.2019"	
"0.821.15.2"	"Facteur/trice d'instruments de musique (orientation Facture de pianos) CFC, abr. 2020"	""	"29.10.2019"	"29.10.2019"	
"0.821.17.2"	"Facteur/trice d'instruments de musique (orientation Facture de tuyaux d'orgues) CFC, abr. 2020"	""	"29.10.2019"	"29.10.2019"	
"0.821.13.2"	"Facteur/trice d'instruments de musique (orientation Réparation d'instruments à vent) CFC, abr. 2020"	""	"31.08.2007"	"29.10.2019"	
"0.821.13.6"	"Facteur/trice d'instruments de musique en cuivre (CFC), abr. 2007"	""	"31.08.2007"	"31.08.2007"	
"0.821.16.1"	"Facteur/trice d'orgues (CFC), abr. 2007"	""	"29.10.2019"	"29.10.2019"	
"0.821.15.3"	"Facteur/trice de clavecins"	""	"29.10.2019"	"29.10.2019"	
"0.821.12.3"	"Facteur/trice de cors des Alpes"	""	"11.12.2003"	"08.08.2006"	
"0.821.12.4"	"Facteur/trice de flûtes"	""	"11.12.2003"	"08.08.2006"	
"0.821.12.2"	"Facteur/trice de guitare"	""	"11.12.2003"	"08.08.2006"	
"0.821.15.1"	"Facteur/trice de pianos (CFC), abr. 2007"	""	"29.10.2019"	"29.10.2019"	
"0.821.15.0"	"Facteur/trice de pianos CFC"	""	"29.10.2019"	"18.04.2023"	
"0.821.17.1"	"Facteur/trice de tuyaux d'orgues (CFC), abr. 2007"	""	"29.10.2019"	"29.10.2019"	
"0.821.17.0"	"Facteur/trice de tuyaux d’orgues CFC"	""	"29.10.2019"	"18.04.2023"	
"0.821.13.14"	"Facteur/trice d’instruments à vent (Facture d’instruments à vent) CFC"	""	"26.02.2019"	"29.10.2019"	
"0.821.13.15"	"Facteur/trice d’instruments à vent (Réparation d’instruments à vent) CFC"	""	"26.02.2019"	"29.10.2019"	
"0.821.13.0"	"Facteur/trice d’instruments à vent CFC"	""	"18.12.2006"	"18.04.2023"	
"0.821.16.0"	"Facteur/trice d’orgues CFC"	""	"29.10.2019"	"18.04.2023"	
"0.821.5.0"	"Luthier/ière CFC"	""	"07.11.1991"	"22.11.2016"	
"0.821.10.0"	"Maître luthier/ière (DF), abr. 2024"	""	"07.11.1991"	"06.12.2023"	
"0.821.13.7"	"Réparateur/trice d'instruments de musique à vent (CFC), abr. 2007"	""	"31.08.2007"	"31.08.2007"	
"0.822.0.0"	"Art visuel, artisanat d'art"	""	"29.10.1991"	"17.01.2011"	
"0.822.63.0"	"Art visuel, artisanat d'art (divers)"	""	"26.01.2011"	""	
"0.822.59.3"	"Artiste dipl. ES, abr."	""	"20.09.2021"	"20.09.2021"	
